body_part,symptom_keyword,severity_modifier,time_course_modifier,body_side_modifier,associated_symptom,population_risk,red_flag_question,emergency_if_yes,rationale,question_priority,clinical_context
eye,ตามัว,mild,progressive,left,,general,ตามัวเฉียบพลันข้างเดียวแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,2,Progressive mild left ตามัว
eye,ตามัว,mild,progressive,right,,general,ตามัวเฉียบพลันข้างเดียวแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,2,Progressive mild right ตามัว
eye,ตามัว,mild,progressive,bilateral,,general,ตามัวเฉียบพลันข้างเดียวแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,2,Progressive mild bilateral ตามัว
eye,ตามัว,mild,progressive,central,,general,ตามัวเฉียบพลันข้างเดียวแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,2,Progressive mild central ตามัว
eye,ตามัว,mild,recurrent,left,,general,ตามัวเฉียบพลันข้างเดียวเป็นๆ หายๆด้านซ้ายหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,3,Recurrent mild left ตามัว
eye,ตามัว,mild,recurrent,right,,general,ตามัวเฉียบพลันข้างเดียวเป็นๆ หายๆด้านขวาหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,3,Recurrent mild right ตามัว
eye,ตามัว,mild,recurrent,bilateral,,general,ตามัวเฉียบพลันข้างเดียวเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,3,Recurrent mild bilateral ตามัว
eye,ตามัว,mild,recurrent,central,,general,ตามัวเฉียบพลันข้างเดียวเป็นๆ หายๆหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,3,Recurrent mild central ตามัว
eye,ตามัว,severe,acute,left,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากด้านซ้ายหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,1,Acute severe left ตามัว
eye,ตามัว,severe,acute,right,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากด้านขวาหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,1,Acute severe right ตามัว
eye,ตามัว,severe,acute,bilateral,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากทั้งสองข้างหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,1,Acute severe bilateral ตามัว
eye,ตามัว,severe,acute,central,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,1,Acute severe central ตามัว
eye,ตามัว,severe,progressive,left,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,2,Progressive severe left ตามัว
eye,ตามัว,severe,progressive,right,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,2,Progressive severe right ตามัว
eye,ตามัว,severe,progressive,bilateral,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,2,Progressive severe bilateral ตามัว
eye,ตามัว,severe,progressive,central,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,2,Progressive severe central ตามัว
eye,ตามัว,severe,recurrent,left,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากเป็นๆ หายๆด้านซ้ายหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,3,Recurrent severe left ตามัว
eye,ตามัว,severe,recurrent,right,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากเป็นๆ หายๆด้านขวาหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,3,Recurrent severe right ตามัว
eye,ตามัว,severe,recurrent,bilateral,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,3,Recurrent severe bilateral ตามัว
eye,ตามัว,severe,recurrent,central,,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากเป็นๆ หายๆหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,3,Recurrent severe central ตามัว
eye,ตามัว,moderate,acute,central,fever,general,ตามัวเฉียบพลันข้างเดียวร่วมกับไข้สูงหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,1,fever + ตามัว → Higher emergency risk
eye,ตามัว,moderate,progressive,central,fever,general,ตามัวเฉียบพลันข้างเดียวแย่ลงเรื่อยๆร่วมกับไข้สูงหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,1,fever + ตามัว → Higher emergency risk
eye,ตามัว,severe,acute,central,fever,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากร่วมกับไข้สูงหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,1,fever + ตามัว → Higher emergency risk
eye,ตามัว,severe,progressive,central,fever,general,ตามัวเฉียบพลันข้างเดียวรุนแรงมากแย่ลงเรื่อยๆร่วมกับไข้สูงหรือไม่,yes,อาจเป็นหลอดเลือดจอตาอุดตัน,1,fever + ตามัว → Higher emergency risk
chest,เจ็บอก,mild,acute,left,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Acute mild left เจ็บอก
chest,เจ็บอก,mild,acute,right,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามเกิดขึ้นทันทีด้านขวาหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Acute mild right เจ็บอก
chest,เจ็บอก,mild,acute,bilateral,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Acute mild bilateral เจ็บอก
chest,เจ็บอก,mild,acute,central,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามเกิดขึ้นทันทีหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Acute mild central เจ็บอก
chest,เจ็บอก,mild,subacute,left,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามด้านซ้ายหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Subacute mild left เจ็บอก
chest,เจ็บอก,mild,subacute,right,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามด้านขวาหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Subacute mild right เจ็บอก
chest,เจ็บอก,mild,subacute,bilateral,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามทั้งสองข้างหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Subacute mild bilateral เจ็บอก
chest,เจ็บอก,mild,subacute,central,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Subacute mild central เจ็บอก
chest,เจ็บอก,mild,progressive,left,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,2,Progressive mild left เจ็บอก
chest,เจ็บอก,mild,progressive,right,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,2,Progressive mild right เจ็บอก
chest,เจ็บอก,mild,progressive,bilateral,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,2,Progressive mild bilateral เจ็บอก
chest,เจ็บอก,mild,progressive,central,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามแย่ลงเรื่อยๆหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,2,Progressive mild central เจ็บอก
chest,เจ็บอก,mild,recurrent,left,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามเป็นๆ หายๆด้านซ้ายหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Recurrent mild left เจ็บอก
chest,เจ็บอก,mild,recurrent,right,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามเป็นๆ หายๆด้านขวาหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Recurrent mild right เจ็บอก
chest,เจ็บอก,mild,recurrent,bilateral,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Recurrent mild bilateral เจ็บอก
chest,เจ็บอก,mild,recurrent,central,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามเป็นๆ หายๆหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Recurrent mild central เจ็บอก
chest,เจ็บอก,severe,acute,left,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Acute severe left เจ็บอก
chest,เจ็บอก,severe,acute,right,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเกิดขึ้นทันทีด้านขวาหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Acute severe right เจ็บอก
chest,เจ็บอก,severe,acute,bilateral,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Acute severe bilateral เจ็บอก
chest,เจ็บอก,severe,acute,central,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Acute severe central เจ็บอก
chest,เจ็บอก,severe,subacute,left,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากด้านซ้ายหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Subacute severe left เจ็บอก
chest,เจ็บอก,severe,subacute,right,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากด้านขวาหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Subacute severe right เจ็บอก
chest,เจ็บอก,severe,subacute,bilateral,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากทั้งสองข้างหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Subacute severe bilateral เจ็บอก
chest,เจ็บอก,severe,subacute,central,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Subacute severe central เจ็บอก
chest,เจ็บอก,severe,progressive,left,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,2,Progressive severe left เจ็บอก
chest,เจ็บอก,severe,progressive,right,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,2,Progressive severe right เจ็บอก
chest,เจ็บอก,severe,progressive,bilateral,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,2,Progressive severe bilateral เจ็บอก
chest,เจ็บอก,severe,progressive,central,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,2,Progressive severe central เจ็บอก
chest,เจ็บอก,severe,recurrent,left,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเป็นๆ หายๆด้านซ้ายหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Recurrent severe left เจ็บอก
chest,เจ็บอก,severe,recurrent,right,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเป็นๆ หายๆด้านขวาหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Recurrent severe right เจ็บอก
chest,เจ็บอก,severe,recurrent,bilateral,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Recurrent severe bilateral เจ็บอก
chest,เจ็บอก,severe,recurrent,central,,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเป็นๆ หายๆหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,3,Recurrent severe central เจ็บอก
chest,เจ็บอก,moderate,acute,central,shortness_of_breath,general,เจ็บแน่นอกร้าวไปแขนหรือกรามเกิดขึ้นทันทีร่วมกับหายใจลำบากหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,shortness_of_breath + เจ็บอก → Higher emergency risk
chest,เจ็บอก,moderate,progressive,central,shortness_of_breath,general,เจ็บแน่นอกร้าวไปแขนหรือกรามแย่ลงเรื่อยๆร่วมกับหายใจลำบากหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,shortness_of_breath + เจ็บอก → Higher emergency risk
chest,เจ็บอก,severe,acute,central,shortness_of_breath,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเกิดขึ้นทันทีร่วมกับหายใจลำบากหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,shortness_of_breath + เจ็บอก → Higher emergency risk
chest,เจ็บอก,severe,progressive,central,shortness_of_breath,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากแย่ลงเรื่อยๆร่วมกับหายใจลำบากหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,shortness_of_breath + เจ็บอก → Higher emergency risk
chest,เจ็บอก,moderate,acute,central,weakness,general,เจ็บแน่นอกร้าวไปแขนหรือกรามเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,weakness + เจ็บอก → Higher emergency risk
chest,เจ็บอก,moderate,progressive,central,weakness,general,เจ็บแน่นอกร้าวไปแขนหรือกรามแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,weakness + เจ็บอก → Higher emergency risk
chest,เจ็บอก,severe,acute,central,weakness,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,weakness + เจ็บอก → Higher emergency risk
chest,เจ็บอก,severe,progressive,central,weakness,general,เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,weakness + เจ็บอก → Higher emergency risk
chest,เจ็บอก,moderate,acute,central,,elderly,ผู้สูงอายุเจ็บแน่นอกร้าวไปแขนหรือกรามเกิดขึ้นทันทีหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Elderly + เจ็บอก → Lower threshold
chest,เจ็บอก,moderate,progressive,central,,elderly,ผู้สูงอายุเจ็บแน่นอกร้าวไปแขนหรือกรามแย่ลงเรื่อยๆหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Elderly + เจ็บอก → Lower threshold
chest,เจ็บอก,severe,acute,central,,elderly,ผู้สูงอายุเจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Elderly + เจ็บอก → Lower threshold
chest,เจ็บอก,severe,progressive,central,,elderly,ผู้สูงอายุเจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Elderly + เจ็บอก → Lower threshold
chest,เจ็บอก,moderate,acute,central,,pregnancy,หญิงตั้งครรภ์เจ็บแน่นอกร้าวไปแขนหรือกรามเกิดขึ้นทันทีหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Pregnancy + เจ็บอก → Lower threshold
chest,เจ็บอก,moderate,progressive,central,,pregnancy,หญิงตั้งครรภ์เจ็บแน่นอกร้าวไปแขนหรือกรามแย่ลงเรื่อยๆหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Pregnancy + เจ็บอก → Lower threshold
chest,เจ็บอก,severe,acute,central,,pregnancy,หญิงตั้งครรภ์เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Pregnancy + เจ็บอก → Lower threshold
chest,เจ็บอก,severe,progressive,central,,pregnancy,หญิงตั้งครรภ์เจ็บแน่นอกร้าวไปแขนหรือกรามรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,สงสัยกล้ามเนื้อหัวใจขาดเลือด,1,Pregnancy + เจ็บอก → Lower threshold
chest,เจ็บอก,mild,acute,left,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันด้านซ้ายหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Acute mild left เจ็บอก
chest,เจ็บอก,mild,acute,right,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันด้านขวาหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Acute mild right เจ็บอก
chest,เจ็บอก,mild,acute,bilateral,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันทั้งสองข้างหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Acute mild bilateral เจ็บอก
chest,เจ็บอก,mild,acute,central,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Acute mild central เจ็บอก
chest,เจ็บอก,mild,progressive,left,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,2,Progressive mild left เจ็บอก
chest,เจ็บอก,mild,progressive,right,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,2,Progressive mild right เจ็บอก
chest,เจ็บอก,mild,progressive,bilateral,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,2,Progressive mild bilateral เจ็บอก
chest,เจ็บอก,mild,progressive,central,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,2,Progressive mild central เจ็บอก
chest,เจ็บอก,mild,recurrent,left,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันเป็นๆ หายๆด้านซ้ายหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Recurrent mild left เจ็บอก
chest,เจ็บอก,mild,recurrent,right,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันเป็นๆ หายๆด้านขวาหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Recurrent mild right เจ็บอก
chest,เจ็บอก,mild,recurrent,bilateral,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Recurrent mild bilateral เจ็บอก
chest,เจ็บอก,mild,recurrent,central,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันเป็นๆ หายๆหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Recurrent mild central เจ็บอก
chest,เจ็บอก,severe,acute,left,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากด้านซ้ายหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Acute severe left เจ็บอก
chest,เจ็บอก,severe,acute,right,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากด้านขวาหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Acute severe right เจ็บอก
chest,เจ็บอก,severe,acute,bilateral,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากทั้งสองข้างหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Acute severe bilateral เจ็บอก
chest,เจ็บอก,severe,acute,central,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Acute severe central เจ็บอก
chest,เจ็บอก,severe,progressive,left,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,2,Progressive severe left เจ็บอก
chest,เจ็บอก,severe,progressive,right,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,2,Progressive severe right เจ็บอก
chest,เจ็บอก,severe,progressive,bilateral,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,2,Progressive severe bilateral เจ็บอก
chest,เจ็บอก,severe,progressive,central,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,2,Progressive severe central เจ็บอก
chest,เจ็บอก,severe,recurrent,left,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากเป็นๆ หายๆด้านซ้ายหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Recurrent severe left เจ็บอก
chest,เจ็บอก,severe,recurrent,right,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากเป็นๆ หายๆด้านขวาหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Recurrent severe right เจ็บอก
chest,เจ็บอก,severe,recurrent,bilateral,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Recurrent severe bilateral เจ็บอก
chest,เจ็บอก,severe,recurrent,central,,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากเป็นๆ หายๆหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,3,Recurrent severe central เจ็บอก
chest,เจ็บอก,moderate,acute,central,weakness,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันร่วมกับอ่อนแรงหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,weakness + เจ็บอก → Higher emergency risk
chest,เจ็บอก,moderate,progressive,central,weakness,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,weakness + เจ็บอก → Higher emergency risk
chest,เจ็บอก,severe,acute,central,weakness,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากร่วมกับอ่อนแรงหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,weakness + เจ็บอก → Higher emergency risk
chest,เจ็บอก,severe,progressive,central,weakness,general,เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,weakness + เจ็บอก → Higher emergency risk
chest,เจ็บอก,moderate,acute,central,,elderly,ผู้สูงอายุเจ็บอกร่วมกับหายใจลำบากเฉียบพลันหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Elderly + เจ็บอก → Lower threshold
chest,เจ็บอก,moderate,progressive,central,,elderly,ผู้สูงอายุเจ็บอกร่วมกับหายใจลำบากเฉียบพลันแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Elderly + เจ็บอก → Lower threshold
chest,เจ็บอก,severe,acute,central,,elderly,ผู้สูงอายุเจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Elderly + เจ็บอก → Lower threshold
chest,เจ็บอก,severe,progressive,central,,elderly,ผู้สูงอายุเจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Elderly + เจ็บอก → Lower threshold
chest,เจ็บอก,moderate,acute,central,,pregnancy,หญิงตั้งครรภ์เจ็บอกร่วมกับหายใจลำบากเฉียบพลันหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Pregnancy + เจ็บอก → Lower threshold
chest,เจ็บอก,moderate,progressive,central,,pregnancy,หญิงตั้งครรภ์เจ็บอกร่วมกับหายใจลำบากเฉียบพลันแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Pregnancy + เจ็บอก → Lower threshold
chest,เจ็บอก,severe,acute,central,,pregnancy,หญิงตั้งครรภ์เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Pregnancy + เจ็บอก → Lower threshold
chest,เจ็บอก,severe,progressive,central,,pregnancy,หญิงตั้งครรภ์เจ็บอกร่วมกับหายใจลำบากเฉียบพลันรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นลิ่มเลือดอุดตันปอด,1,Pregnancy + เจ็บอก → Lower threshold
abdomen,ปวดท้อง,mild,acute,left,,general,ปวดท้องรุนแรงเฉียบพลันด้านซ้ายหรือไม่,yes,ภาวะช่องท้องฉุกเฉิน,3,Acute mild left ปวดท้อง
abdomen,ปวดท้อง,mild,acute,right,,general,ปวดท้องรุนแรงเฉียบพลันด้านขวาหรือไม่,yes,ภาวะช่องท้องฉุกเฉิน,3,Acute mild right ปวดท้อง
